"P1","P2","P3","P4","P5","Team","Mins","PTS","oPTS","POSS","oPOSS","ePOSS","ORTG","DRTG","NETRTG","FG.","oFG.","TPP","oTPP","FTP","oFTP","eFG.","oeFG.","TS.","oTS.","RIM.","oRIM.","MID.","oMID.","TPrate","oTPrate","RIMrate","oRIMrate","MIDrate","oMIDrate","FTrate","oFTrate","ASTrate","oASTrate","TOrate","oTOrate","BLKrate","oBLKrate","ORB.","DRB.","PACE","ShotsPerPoss","oShotsPerPoss","FGA","oFGA","FGM","oFGM","TPA","oTPA","TPM","oTPM","FTA","oFTA","FTM","oFTM","RIMA","oRIMA","RIMM","oRIMM","ORB","oORB","DRB","oDRB","BLK","oBLK","TO","oTO","AST","oAST","Opponent"
"ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","KERWIN.WALTON","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Texas"
"ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","North Carolina",17.017,31,24,30,29,29.5,105.085,81.356,23.729,0.458,0.333,0,0.222,0.6,0.8,0.458,0.37,0.498,0.409,0.625,0.231,0.5,0.8,0.167,0.333,0.333,0.481,0.5,0.185,0.625,0.185,0.182,0.333,0.2,0.133,0.074,0.042,0.471,0.737,17.305,1.067,1.034,24,27,11,9,4,9,0,2,15,5,9,4,8,13,5,3,8,5,14,9,2,1,6,4,2,3,"Texas"
"ARMANDO.BACOT","CALEB.LOVE","LEAKY.BLACK","RJ.DAVIS","WALKER.KESSLER","North Carolina",0.067,1,0,1,1,1,100,0,100,0,0,0,0,1,0,0,0,1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Texas"
"ARMANDO.BACOT","GARRISON.BROOKS","KERWIN.WALTON","KJ.SMITH","PUFF.JOHNSON","North Carolina",1.8,3,7,2,3,2.5,120,280,-160,0.5,1,1,1,0,1,0.75,1.5,0.75,1.414,0,0,0,0,0.5,1,0,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,21.6,1,1,2,2,1,2,1,2,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Texas"
"ARMANDO.BACOT","GARRISON.BROOKS","KERWIN.WALTON","PUFF.JOHNSON","RJ.DAVIS","North Carolina",0.95,3,0,2,1,1.5,200,0,200,0.5,0,0,0,0.5,0,0.5,0,0.508,0,1,0,0,0,0.5,1,0.5,0,0,0,1,0,0,0,0,0,0,0,1,1,19,1.5,1,2,1,1,0,1,1,0,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,"Texas"
"CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","North Carolina",2.5,3,3,4,3,3.5,85.714,85.714,0,0.25,0.333,0,0.5,1,0,0.25,0.5,0.335,0.5,0,0,0.333,0,0,0.667,0.25,0,0.75,0.333,0.25,0,0,1,0,0,0,0,0.333,1,21.429,1.25,1,4,3,1,1,0,2,0,1,1,0,1,0,1,0,0,0,1,0,2,2,0,0,0,0,0,1,"Texas"
"CALEB.LOVE","DAYRON.SHARPE","LEAKY.BLACK","RJ.DAVIS","WALKER.KESSLER","North Carolina",3.517,6,5,6,7,6.5,92.308,76.923,15.385,0.5,0.333,0,0,0,0.5,0.5,0.333,0.432,0.427,0.333,0.5,1,0,0.167,0.333,0.5,0.667,0.333,0,0.333,2,0.333,1,0.167,0.167,0,0.167,0.5,1,16.231,1.167,0.857,6,3,3,1,1,1,0,0,2,6,0,3,3,2,1,1,2,0,4,2,0,1,1,1,1,1,"Texas"
"CALEB.LOVE","GARRISON.BROOKS","LEAKY.BLACK","PUFF.JOHNSON","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Texas"
"CALEB.LOVE","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","WALKER.KESSLER","North Carolina",0.9,0,3,1,2,1.5,0,200,-200,0,1,0,0,0,1,0,1,0,1.017,0,1,0,0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0.333,0,18,2,1,1,1,0,1,0,0,0,0,2,1,0,1,0,1,0,1,1,0,0,2,0,0,0,0,0,1,"Texas"
"DAYRON.SHARPE","GARRISON.BROOKS","KERWIN.WALTON","KJ.SMITH","PUFF.JOHNSON","North Carolina",1.6,2,2,3,2,2.5,80,80,0,0.333,0.5,0,0,0,0,0.333,0.5,0.333,0.5,0.333,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0.333,0,0.5,0,0.5,1,19.2,1,1,3,2,1,1,0,0,0,0,0,0,0,0,3,2,1,1,1,0,1,1,1,0,1,0,0,0,"Texas"
"DAYRON.SHARPE","GARRISON.BROOKS","KERWIN.WALTON","PUFF.JOHNSON","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Texas"
"DAYRON.SHARPE","KERWIN.WALTON","LEAKY.BLACK","RJ.DAVIS","WALKER.KESSLER","North Carolina",2.567,4,4,5,6,5.5,72.727,72.727,0,1,0.5,0,0,0.667,0,1,0.5,0.825,0.5,1,1,0,0.5,0,0.25,1,0.25,0,0.5,3,0,0,0,0.6,0.4,0,0,1,1,14,0.6,0.667,1,4,1,2,0,1,0,0,3,0,2,0,1,1,1,1,1,0,2,0,0,0,3,2,0,0,"Texas"
"DAYRON.SHARPE","KERWIN.WALTON","PUFF.JOHNSON","RJ.DAVIS","WALKER.KESSLER","North Carolina",1.383,2,0,2,2,2,100,0,100,0.25,0,0,0,0,0,0.25,0,0.25,0,0.5,0,0,0,0.25,0.5,0.5,0,0.25,0.5,0,0,1,0,0,0,0,0,0.667,1,20.75,2,1,4,2,1,0,1,1,0,0,0,0,0,0,2,0,1,0,2,0,2,1,0,0,0,0,1,0,"Texas"
"GARRISON.BROOKS","KERWIN.WALTON","KJ.SMITH","PUFF.JOHNSON","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Texas"
"GARRISON.BROOKS","KJ.SMITH","LEAKY.BLACK","PUFF.JOHNSON","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Texas"
"ANDREW.PLATEK","ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","KERWIN.WALTON","North Carolina",1.55,4,3,3,3,3,133.333,100,33.333,1,0.25,0,0.333,0,0,1,0.375,1,0.375,1,0,1,0,0,0.75,0.5,0.25,0.5,0,0,0,1,1,0.333,0,0,0,0,0.667,15.5,0.667,1.333,2,4,2,1,0,3,0,1,0,0,0,0,1,1,1,0,0,1,2,0,0,0,1,0,2,1,"Iowa"
"ANDREW.PLATEK","ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","LEAKY.BLACK","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Iowa"
"ANDREW.PLATEK","ARMANDO.BACOT","CALEB.LOVE","LEAKY.BLACK","RJ.DAVIS","North Carolina",0.367,2,2,1,2,1.5,133.333,133.333,0,0,1,0,0,1,0,0,1,1.053,0.678,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7.333,1,1,0,1,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,"Iowa"
"ANDREW.PLATEK","ARMANDO.BACOT","DAYRON.SHARPE","LEAKY.BLACK","RJ.DAVIS","North Carolina",1.433,2,6,3,3,3,66.667,200,-133.333,1,1,0,1,0,0,1,1.5,1,1.5,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0.667,0.333,0,0,0,0,14.333,0.333,0.667,1,2,1,2,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,2,"Iowa"
"ANDREW.PLATEK","ARMANDO.BACOT","GARRISON.BROOKS","KERWIN.WALTON","RJ.DAVIS","North Carolina",1.3,8,3,3,3,3,266.667,100,166.667,1,0.5,1,0,0,0.5,1.333,0.5,1.333,0.508,0,1,1,0,0.667,0.5,0,0.5,0.333,0,0,1,0.667,1,0,0,0,0,0,1,13,1,1,3,2,3,1,2,1,2,0,0,2,0,1,0,1,0,1,0,0,2,0,0,0,0,0,2,1,"Iowa"
"ANDREW.PLATEK","ARMANDO.BACOT","KERWIN.WALTON","LEAKY.BLACK","RJ.DAVIS","North Carolina",0.483,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Iowa"
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","PUFF.JOHNSON","North Carolina",1.067,3,3,1,2,1.5,200,200,0,1,0.5,1,1,0,0,1.5,0.75,1.5,0.75,0,0,0,0,1,0.5,0,0,0,0.5,0,0,1,1,0,0,0,0,0,1,21.333,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"Iowa"
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","LEAKY.BLACK","RJ.DAVIS","North Carolina",1.3,2,8,3,3,3,66.667,266.667,-200,0.5,1,0,1,0,1,0.5,1.5,0.292,1.356,0.5,0,0,0,0,1,1,0,0,0,1.5,1,0,1,0,0,0,0.5,0.333,0,13,1.333,1,2,2,1,2,0,2,0,2,3,2,0,2,2,0,1,0,1,0,0,2,0,1,0,0,0,2,"Iowa"
"ANDREW.PLATEK","CALEB.LOVE","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","North Carolina",2.383,2,8,4,5,4.5,44.444,177.778,-133.333,0.333,0.6,0,0.5,0,1,0.333,0.7,0.333,0.731,0.333,0.667,0,0,0,0.4,1,0.6,0,0,0,0.2,0,0.667,0.25,0.25,0,0,0,0,15.889,0.75,1.2,3,5,1,3,0,2,0,1,0,1,0,1,3,3,1,2,0,2,0,2,0,0,1,1,0,2,"Iowa"
"ANDREW.PLATEK","CALEB.LOVE","GARRISON.BROOKS","LEAKY.BLACK","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Iowa"
"ANDREW.PLATEK","CALEB.LOVE","GARRISON.BROOKS","PUFF.JOHNSON","WALKER.KESSLER","North Carolina",1.817,2,3,4,4,4,50,75,-25,0.167,0.25,0,0.333,0,0,0.167,0.375,0.167,0.375,0.25,0,0,0,0.167,0.75,0.667,0.25,0.167,0,0,0,1,0,0,0,0,0,0.4,1,13.625,1.5,1,6,4,1,1,1,3,0,1,0,0,0,0,4,1,1,0,2,0,3,3,0,0,0,0,1,0,"Iowa"
"ANDREW.PLATEK","DAYRON.SHARPE","GARRISON.BROOKS","KERWIN.WALTON","LEAKY.BLACK","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Iowa"
"ANDREW.PLATEK","DAYRON.SHARPE","GARRISON.BROOKS","KERWIN.WALTON","RJ.DAVIS","North Carolina",1.35,4,2,4,4,4,100,50,50,0.667,0.333,0,0,0,0,0.667,0.333,0.667,0.333,0.667,1,0,0,0,0.667,1,0.333,0,0,0,0,0.5,0,0.5,0.5,0,0.333,1,0.5,10.125,0.75,0.75,3,3,2,1,0,2,0,0,0,0,0,0,3,1,2,1,1,1,1,0,0,1,2,2,1,0,"Iowa"
"ANDREW.PLATEK","DAYRON.SHARPE","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","North Carolina",2.467,7,6,6,5,5.5,127.273,109.091,18.182,0.667,0.75,0,0,1,0,0.667,0.75,0.791,0.75,0.5,1,1,0,0,0.25,0.667,0.75,0.333,0,1,0,0.5,0.667,0.333,0.167,0,0.333,1,1,13.455,0.833,0.8,3,4,2,3,0,1,0,0,3,0,3,0,2,3,1,3,1,0,1,0,0,1,2,1,1,2,"Iowa"
"ANDREW.PLATEK","DAYRON.SHARPE","GARRISON.BROOKS","PUFF.JOHNSON","RJ.DAVIS","North Carolina",0.383,1,0,2,1,1.5,66.667,0,66.667,0,0,0,0,1,0,0,0,1.053,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,1,7.667,0.5,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,"Iowa"
"ANDREW.PLATEK","DAYRON.SHARPE","KERWIN.WALTON","LEAKY.BLACK","RJ.DAVIS","North Carolina",0.217,2,1,1,1,1,200,100,100,0,0,0,0,1,1,0,0,0.513,1.053,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,6.5,2,1,1,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Iowa"
"ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","KERWIN.WALTON","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Iowa"
"ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","LEAKY.BLACK","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Iowa"
"ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","KERWIN.WALTON","LEAKY.BLACK","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Iowa"
"ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","KERWIN.WALTON","RJ.DAVIS","North Carolina",1.95,0,2,4,4,4,0,50,-50,0,0.25,0,0,0,0,0,0.25,0,0.25,0,0,0,1,1,0.5,0,0.25,0,0.25,0,0,0,0,0.5,0,0,0,0,1,14.625,0.5,1,2,4,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,2,0,0,0,"Iowa"
"ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","North Carolina",14.917,26,28,27,25,26,100,107.692,-7.692,0.407,0.44,0.286,0.429,0.5,0,0.444,0.56,0.45,0.55,0.636,0.5,0.222,0.4,0.259,0.56,0.407,0.24,0.333,0.2,0.148,0.04,0.636,0.727,0.148,0.111,0.08,0.074,0.333,0.714,17.212,1.074,1.04,27,25,11,11,7,14,2,6,4,1,2,0,11,6,7,3,6,4,10,12,2,2,4,3,7,8,"Iowa"
"ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","LEAKY.BLACK","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Iowa"
"ARMANDO.BACOT","CALEB.LOVE","KERWIN.WALTON","RJ.DAVIS","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Iowa"
"ARMANDO.BACOT","DAYRON.SHARPE","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Iowa"
"ARMANDO.BACOT","GARRISON.BROOKS","KERWIN.WALTON","LEAKY.BLACK","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Iowa"
"CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","KERWIN.WALTON","LEAKY.BLACK","North Carolina",0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"Iowa"
"CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","North Carolina",1.967,4,2,2,4,3,133.333,66.667,66.667,0.667,0,0,0,0,1,0.667,0,0.667,0.339,0.667,0,0,0,0,0.5,1,0,0,0.5,0,1,1,0,0,0.5,0,0,1,1,19.667,1.5,0.75,3,2,2,0,0,1,0,0,0,2,0,2,3,0,2,0,1,0,2,0,0,0,0,1,2,0,"Iowa"
"CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","PUFF.JOHNSON","RJ.DAVIS","North Carolina",0,1,0,1,0,0.5,200,0,200,0,0,0,0,0.5,0,0,0,0.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Iowa"
"CALEB.LOVE","DAYRON.SHARPE","KERWIN.WALTON","RJ.DAVIS","WALKER.KESSLER","North Carolina",1.8,2,3,3,4,3.5,57.143,85.714,-28.571,0.5,0.5,0,1,0,0,0.5,0.75,0.5,0.508,0,0,0.5,0,0,0.5,0,0.5,1,0,0,1,1,1,0.333,0.333,0,0,0,1,15.429,0.667,0.75,2,2,1,1,0,1,0,1,0,2,0,0,0,1,0,0,0,0,2,1,0,0,1,1,1,1,"Iowa"
"CALEB.LOVE","GARRISON.BROOKS","KERWIN.WALTON","LEAKY.BLACK","WALKER.KESSLER","North Carolina",2.333,7,10,5,7,6,116.667,166.667,-50,0.6,0.4,0.5,0.5,0,0.5,0.7,0.45,0.588,0.457,0.5,0.429,1,0,0.4,0.2,0.4,0.7,0.2,0.1,0.4,0.2,0.667,0.5,0.2,0,0.1,0,0.667,0.429,11.667,1.2,1.571,5,10,3,4,2,2,1,1,2,2,0,1,2,7,1,3,2,4,3,1,1,0,1,0,2,2,"Iowa"
"DAYRON.SHARPE","GARRISON.BROOKS","KERWIN.WALTON","PUFF.JOHNSON","RJ.DAVIS","North Carolina",0.65,1,3,1,1,1,100,300,-200,0,1,0,1,1,0,0,1.5,1.053,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.5,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Iowa"
"ANDREW.PLATEK","ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","KERWIN.WALTON","North Carolina",1.983,8,0,4,4,4,200,0,200,0.75,0,1,0,0,0,1,0,1,0,0.5,0,0,0,0.5,0,0.5,0,0,1,0,0,1,0,0,0.75,0,0,0,1,14.875,1,0.25,4,1,3,0,2,0,2,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,3,3,0,"N.C. Central"
"ANDREW.PLATEK","ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","RJ.DAVIS","North Carolina",3.167,9,0,7,5,6,150,0,150,0.667,0,0,0,1,0,0.667,0,0.695,0,0.667,0,1,0,0.167,0.4,0.5,0,0.333,0.6,0.167,0,0.5,0,0.143,0,0,0,0.5,1,15.833,1,1,6,5,4,0,1,2,0,0,1,0,1,0,3,0,2,0,1,0,5,1,0,0,1,0,2,0,"N.C. Central"
"ANDREW.PLATEK","ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","LEAKY.BLACK","North Carolina",0.217,0,3,0,1,0.5,0,600,-600,0,1,0,1,0,0,0,1.5,0,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"N.C. Central"
"ANDREW.PLATEK","ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N.C. Central"
"ANDREW.PLATEK","ARMANDO.BACOT","CALEB.LOVE","LEAKY.BLACK","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N.C. Central"
"ANDREW.PLATEK","ARMANDO.BACOT","DAYRON.SHARPE","GARRISON.BROOKS","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N.C. Central"
"ANDREW.PLATEK","ARMANDO.BACOT","DAYRON.SHARPE","KERWIN.WALTON","RJ.DAVIS","North Carolina",2.817,2,7,5,5,5,40,140,-100,0.2,0.6,0,0.5,0,0,0.2,0.7,0.2,0.7,0.5,1,0,0.5,0.4,0.4,0.4,0.2,0.2,0.4,0,0,0,0.333,0,0,0.2,0,0,1,16.9,1,1,5,5,1,3,2,2,0,1,0,0,0,0,2,1,1,1,0,0,2,3,1,0,0,0,0,1,"N.C. Central"
"ANDREW.PLATEK","ARMANDO.BACOT","GARRISON.BROOKS","KERWIN.WALTON","RJ.DAVIS","North Carolina",0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N.C. Central"
"ANDREW.PLATEK","ARMANDO.BACOT","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","North Carolina",1.15,0,0,2,3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5,0,0,0,0,1,13.8,0.5,1,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,"N.C. Central"
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","KERWIN.WALTON","North Carolina",1.783,4,2,2,2,2,200,100,100,0.667,0,0,0,0,1,0.667,0,0.667,0.513,1,0,0,0,0.333,0,0.667,1,0,0,0,2,0.5,0,0,0,0,0,1,1,26.75,1.5,1,3,1,2,0,1,0,0,0,0,2,0,2,2,1,2,0,1,0,1,0,0,0,0,0,1,0,"N.C. Central"
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","RJ.DAVIS","WALKER.KESSLER","North Carolina",1.733,0,0,2,3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0.5,1,1,0.5,0.5,0.5,20.8,1,0.667,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,1,1,2,0,0,"N.C. Central"
"ANDREW.PLATEK","CALEB.LOVE","LEAKY.BLACK","RJ.DAVIS","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N.C. Central"
"ANDREW.PLATEK","DAYRON.SHARPE","KERWIN.WALTON","RJ.DAVIS","WALKER.KESSLER","North Carolina",1.45,3,5,4,2,3,100,166.667,-66.667,0.5,1,0,1,1,0,0.5,1.25,0.606,1.25,1,1,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0,1,0,0.25,0,0,0,0,0,14.5,0.75,1,2,2,1,2,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,"N.C. Central"
"ANDREW.PLATEK","DAYRON.SHARPE","LEAKY.BLACK","RJ.DAVIS","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N.C. Central"
