P1,P2,P3,P4,P5,Team,Mins,PTS,oPTS,POSS,oPOSS,ePOSS,ORTG,DRTG,NETRTG,FG.,oFG.,TPP,oTPP,FTP,oFTP,eFG.,oeFG.,TS.,oTS.,RIM.,oRIM.,MID.,oMID.,TPrate,oTPrate,RIMrate,oRIMrate,MIDrate,oMIDrate,FTrate,oFTrate,ASTrate,oASTrate,TOrate,oTOrate,BLKrate,oBLKrate,ORB.,DRB.,PACE,ShotsPerPoss,oShotsPerPoss,FGA,oFGA,FGM,oFGM,TPA,oTPA,TPM,oTPM,FTA,oFTA,FTM,oFTM,RIMA,oRIMA,RIMM,oRIMM,ORB,oORB,DRB,oDRB,BLK,oBLK,TO,oTO,AST,oAST
CHRISTIAN.KEELING,GARRISON.BROOKS,JUSTIN.PIERCE,LEAKY.BLACK,WALKER.MILLER,North Carolina,1.8,2,5,2,3,2.5,80,200,-120,0.333,1,0,1,0,0,0.333,1.25,0.333,1.25,0,0,1,1,0.667,0.5,0,0,0.333,0.5,0,0,1,0.5,0,0.5,0,0,0.5,0,21.6,1.5,0.667,3,2,1,2,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1
CHRISTIAN.KEELING,GARRISON.BROOKS,KJ.SMITH,SHEA.RUSH,WALKER.MILLER,North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRISTIAN.KEELING,JUSTIN.PIERCE,KJ.SMITH,LEAKY.BLACK,SHEA.RUSH,North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRISTIAN.KEELING,JUSTIN.PIERCE,KJ.SMITH,SHEA.RUSH,WALKER.MILLER,North Carolina,3,2,4,5,5,5,40,80,-40,0.5,0.333,0,0.5,0,0.5,0.5,0.5,0.404,0.506,0,0,1,0,0.5,0.667,0,0.333,0.5,0,0.5,0.667,1,1,0.4,0.4,0,0,0,0.667,18,0.6,0.8,2,3,1,1,1,2,0,1,1,2,0,1,0,1,0,0,0,1,2,2,0,0,2,2,1,1
COLE.ANTHONY,GARRISON.BROOKS,JEREMIAH.FRANCIS,JUSTIN.PIERCE,LEAKY.BLACK,North Carolina,3.25,3,9,6,6,6,50,150,-100,0.2,0.6,0.25,1,0,0.5,0.3,0.8,0.3,0.756,0,0.5,0,0,0.8,0.4,0,0.4,0.2,0.2,0,0.4,0,1,0.167,0,0,0,0,1,16.25,0.833,1,5,5,1,3,4,2,1,2,0,2,0,1,0,2,0,1,0,0,2,3,0,0,1,0,0,3
COLE.ANTHONY,KJ.SMITH,RYAN.MCADOO,SHEA.RUSH,WALKER.MILLER,North Carolina,0,1,0,1,0,0.5,200,0,200,0,0,0,0,1,0,0,0,1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GARRISON.BROOKS,JEREMIAH.FRANCIS,JUSTIN.PIERCE,KJ.SMITH,LEAKY.BLACK,North Carolina,0.15,0,1,1,2,1.5,0,66.667,-66.667,0,0,0,0,0,1,0,0,0,0.339,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
GARRISON.BROOKS,JEREMIAH.FRANCIS,JUSTIN.PIERCE,LEAKY.BLACK,SHEA.RUSH,North Carolina,1.117,0,0,2,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,22.333,1,3,2,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0
JEREMIAH.FRANCIS,JUSTIN.PIERCE,RYAN.MCADOO,SHEA.RUSH,WALKER.MILLER,North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KJ.SMITH,ROBBIE.OHAN,RYAN.MCADOO,SHEA.RUSH,WALKER.MILLER,North Carolina,0.783,3,0,1,2,1.5,200,0,200,1,0,1,0,0,0,1.5,0,1.5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15.667,1,1,1,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
