"P1","P2","P3","P4","P5","Team","Mins","PTS","oPTS","POSS","oPOSS","ePOSS","ORTG","DRTG","NETRTG","FG.","oFG.","TPP","oTPP","FTP","oFTP","eFG.","oeFG.","TS.","oTS.","RIM.","oRIM.","MID.","oMID.","TPrate","oTPrate","RIMrate","oRIMrate","MIDrate","oMIDrate","FTrate","oFTrate","ASTrate","oASTrate","TOrate","oTOrate","BLKrate","oBLKrate","ORB.","DRB.","PACE","ShotsPerPoss","oShotsPerPoss","FGA","oFGA","FGM","oFGM","TPA","oTPA","TPM","oTPM","FTA","oFTA","FTM","oFTM","RIMA","oRIMA","RIMM","oRIMM","ORB","oORB","DRB","oDRB","BLK","oBLK","TO","oTO","AST","oAST"
"ANDREW.PLATEK","ARMANDO.BACOT","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","North Carolina",11.85,22,13,21,21,21,104.762,61.905,42.857,0.438,0.3,0.286,0.111,0.5,0,0.5,0.325,0.507,0.303,0.8,0.8,0.25,0.167,0.438,0.45,0.312,0.25,0.25,0.3,0.75,0.15,0.571,0.333,0.238,0.286,0.05,0.062,0.5,0.562,16.929,1.048,1.048,16,20,7,6,7,9,2,1,12,3,6,0,5,5,4,4,6,7,9,6,1,1,5,6,4,2
"ANDREW.PLATEK","ARMANDO.BACOT","GARRISON.BROOKS","PUFF.JOHNSON","RJ.DAVIS","North Carolina",4.55,9,2,7,6,6.5,138.462,30.769,107.692,0.444,0,0,0,0.333,0.667,0.444,0,0.432,0.156,0.667,0,0,0,0.222,0.2,0.667,0.4,0.111,0.4,0.333,0.6,0.5,0,0,0.143,0,0,0.667,0.667,21,1.571,1.167,9,5,4,0,2,1,0,0,3,3,1,2,6,2,4,0,4,2,4,2,0,0,0,1,2,0
"ANDREW.PLATEK","ARMANDO.BACOT","GARRISON.BROOKS","RJ.DAVIS","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANDREW.PLATEK","ARMANDO.BACOT","KERWIN.WALTON","LEAKY.BLACK","RJ.DAVIS","North Carolina",2.467,5,3,4,5,4.5,111.111,66.667,44.444,1,0.25,1,0,1,1,1.5,0.25,1.282,0.335,0,0,0,0.5,1,0.5,0,0,0,0.5,2,0.25,1,0,0.5,0.25,0,0,0,0.667,16.444,0.5,1,1,4,1,1,1,2,1,0,2,1,2,1,0,0,0,0,0,1,2,0,0,0,2,1,1,0
"ANDREW.PLATEK","ARMANDO.BACOT","KERWIN.WALTON","LEAKY.BLACK","WALKER.KESSLER","North Carolina",0,0,1,0,1,0.5,0,200,-200,0,0,0,0,0,1,0,0,0,1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANDREW.PLATEK","ARMANDO.BACOT","KERWIN.WALTON","RJ.DAVIS","WALKER.KESSLER","North Carolina",8.65,22,10,14,18,16,137.5,62.5,75,0.588,0.176,0.333,0.375,0.25,1,0.618,0.265,0.582,0.286,0.857,0,0.429,0,0.176,0.471,0.412,0.118,0.412,0.412,0.235,0.059,0.7,1,0.214,0.214,0.118,0.059,0.889,0.786,16.219,1.357,1,17,17,10,3,3,8,1,3,4,1,1,1,7,2,6,0,8,3,11,1,2,1,3,3,7,3
"ANDREW.PLATEK","ARMANDO.BACOT","KJ.SMITH","LEAKY.BLACK","WALKER.MILLER","North Carolina",0.867,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.333,0,0.667,0,0,0,0,0.5,0,0.333,0,0,0.667,13,0.5,1.5,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,1,0,0,0
"ANDREW.PLATEK","ARMANDO.BACOT","LEAKY.BLACK","PUFF.JOHNSON","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANDREW.PLATEK","ARMANDO.BACOT","LEAKY.BLACK","RJ.DAVIS","WALKER.KESSLER","North Carolina",3.7,4,4,7,7,7,57.143,57.143,0,0.2,0,0,0,1,0.8,0.2,0,0.336,0.239,0,0,0.333,0,0.4,0.5,0,0.5,0.6,0,0.4,0.833,0,0,0.143,0.286,0.167,0,0,0.429,15.857,0.857,1.286,5,6,1,0,2,3,0,0,2,5,2,4,0,3,0,0,0,4,3,4,1,0,1,2,0,0
"ANDREW.PLATEK","ARMANDO.BACOT","PUFF.JOHNSON","RJ.DAVIS","WALKER.KESSLER","North Carolina",1.117,0,3,2,1,1.5,0,200,-200,0,1,0,1,0,0,0,1.5,0,1.5,0,0,0,0,0.5,1,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,22.333,1,1,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","KERWIN.WALTON","North Carolina",13.517,28,26,25,25,25,112,104,8,0.5,0.474,0.333,0.5,0.4,0.833,0.542,0.553,0.531,0.595,0.714,0.4,0.455,0.5,0.25,0.316,0.292,0.263,0.458,0.421,0.208,0.316,0.25,0.333,0.16,0.2,0.211,0.042,0.462,0.8,16.22,1.08,0.88,24,19,12,9,6,6,2,3,5,6,2,5,7,5,5,2,6,2,8,7,4,1,4,5,3,3
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","LEAKY.BLACK","North Carolina",34.017,60,50,63,69,66,90.909,75.758,15.152,0.382,0.333,0.375,0.286,0.75,0.667,0.436,0.396,0.479,0.442,0.381,0.562,0.389,0.091,0.291,0.438,0.382,0.333,0.327,0.229,0.291,0.375,0.714,0.625,0.206,0.27,0.104,0.145,0.361,0.853,15.462,1,0.826,55,48,21,16,16,21,6,6,16,18,12,12,21,16,8,9,13,5,29,23,5,8,13,17,15,10
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","PUFF.JOHNSON","North Carolina",7.683,21,16,12,13,12.5,168,128,40,0.615,0.5,0.75,0.667,0.667,0,0.731,0.667,0.728,0.641,0.667,0,0.333,0.4,0.308,0.5,0.462,0.083,0.231,0.417,0.231,0.083,0.625,0.833,0,0.083,0.083,0,0.6,0.857,18.44,1.25,1,13,12,8,6,4,6,3,4,3,1,2,0,6,1,4,0,3,1,6,2,1,0,0,1,5,5
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","RJ.DAVIS","North Carolina",21.067,31,33,35,37,36,86.111,91.667,-5.556,0.316,0.394,0,0.273,0.583,0.571,0.316,0.439,0.355,0.454,0.455,0.471,0.333,0.4,0.263,0.333,0.579,0.515,0.158,0.152,0.316,0.212,0.583,0.462,0.2,0.143,0.121,0.079,0.533,0.762,17.556,1.257,1,38,33,12,13,10,11,0,3,12,7,7,4,22,17,10,8,16,5,16,14,4,3,7,5,7,6
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","KERWIN.WALTON","LEAKY.BLACK","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","KERWIN.WALTON","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","KERWIN.WALTON","WALKER.KESSLER","North Carolina",4.6,8,9,10,9,9.5,84.211,94.737,-10.526,0.4,0.429,0,0.5,0,0.5,0.4,0.5,0.382,0.506,0.667,0.5,0,0.333,0.1,0.286,0.6,0.286,0.3,0.429,0.1,0.571,0,0.333,0.2,0.2,0,0.2,0.429,0.5,14.526,1.1,1,10,7,4,3,1,2,0,1,1,4,0,2,6,2,4,1,3,2,2,4,0,2,2,2,0,1
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","LEAKY.BLACK","RJ.DAVIS","North Carolina",1.3,2,8,3,3,3,66.667,266.667,-200,0.5,1,0,1,0,1,0.5,1.5,0.292,1.356,0.5,0,0,0,0,1,1,0,0,0,1.5,1,0,1,0,0,0,0.5,0.333,0,13,1.333,1,2,2,1,2,0,2,0,2,3,2,0,2,2,0,1,0,1,0,0,2,0,1,0,0,0,2
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","LEAKY.BLACK","WALKER.KESSLER","North Carolina",10.133,17,17,21,18,19.5,87.179,87.179,0,0.35,0.429,0.286,0.143,0.333,0.667,0.4,0.464,0.397,0.504,0.667,0.667,0.143,1,0.35,0.5,0.3,0.429,0.35,0.071,0.15,0.429,0.286,0.667,0.333,0.143,0.214,0.05,0.667,0.75,15.59,1.048,0.944,20,14,7,6,7,7,2,1,3,6,1,4,6,6,4,4,8,2,6,4,3,1,7,3,2,4
"ANDREW.PLATEK","CALEB.LOVE","DAYRON.SHARPE","RJ.DAVIS","WALKER.KESSLER","North Carolina",14.067,26,20,25,23,24,108.333,83.333,25,0.44,0.381,0.286,0.222,0.667,0.667,0.48,0.429,0.492,0.446,0.615,0.6,0.2,0.429,0.28,0.429,0.52,0.238,0.2,0.333,0.12,0.143,0.727,0.5,0.12,0.12,0.19,0.08,0.357,0.75,17.583,1.08,1,25,21,11,8,7,9,2,2,3,3,2,2,13,5,8,3,5,3,9,9,4,2,3,3,8,4
"ANDREW.PLATEK","CALEB.LOVE","GARRISON.BROOKS","KERWIN.WALTON","LEAKY.BLACK","North Carolina",1.783,5,3,6,5,5.5,90.909,54.545,36.364,0,0.333,0,0,1,0.5,0,0.333,0.741,0.38,0,0,0,1,0,0.333,0,0.333,1,0.333,5,0.667,0,0,0.333,0.333,0,1,0,0.5,9.727,0.667,0.8,1,3,0,1,0,1,0,0,5,2,5,1,0,1,0,0,0,1,1,0,0,1,2,2,0,0
"ANDREW.PLATEK","CALEB.LOVE","GARRISON.BROOKS","KERWIN.WALTON","PUFF.JOHNSON","North Carolina",0.117,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANDREW.PLATEK","CALEB.LOVE","GARRISON.BROOKS","KERWIN.WALTON","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANDREW.PLATEK","CALEB.LOVE","GARRISON.BROOKS","KERWIN.WALTON","WALKER.KESSLER","North Carolina",0.017,0,1,0,1,0.5,0,200,-200,0,0,0,0,0,0.5,0,0,0,0.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ANDREW.PLATEK","CALEB.LOVE","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","North Carolina",4.6,6,11,8,12,10,60,110,-50,0.333,0.364,0,0.333,1,0.333,0.333,0.409,0.432,0.397,0.5,0.5,0,0,0,0.273,0.667,0.545,0.333,0.182,0.333,0.545,0,0.75,0.125,0.375,0,0,0,0.286,13.8,0.875,1.167,6,11,2,4,0,3,0,1,2,6,2,2,4,6,2,3,0,5,2,4,0,0,1,3,0,3
"ANDREW.PLATEK","CALEB.LOVE","GARRISON.BROOKS","LEAKY.BLACK","WALKER.KESSLER","North Carolina",2,5,3,3,3,3,166.667,100,66.667,1,0.333,0,0,1,1,1,0.333,1.01,0.432,1,1,1,0,0,0.667,0.5,0.333,0.5,0,0.5,0.333,1,0,0,0,0,0,0,0.5,20,1,1.333,2,3,2,1,0,2,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,2,0
"ANDREW.PLATEK","CALEB.LOVE","GARRISON.BROOKS","LEAKY.BLACK","WALKER.MILLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANDREW.PLATEK","CALEB.LOVE","GARRISON.BROOKS","PUFF.JOHNSON","WALKER.KESSLER","North Carolina",4.1,3,5,8,7,7.5,40,66.667,-26.667,0.1,0.143,0,0.333,0.5,1,0.1,0.214,0.137,0.314,0.25,0,0,0,0.3,0.429,0.4,0.286,0.3,0.286,0.2,0.286,1,0,0,0,0,0.1,0.333,0.833,16.4,1.375,1.143,10,7,1,1,3,3,0,1,2,2,1,2,4,2,1,0,3,1,5,6,0,1,0,0,1,0
"ANDREW.PLATEK","CALEB.LOVE","GARRISON.BROOKS","RJ.DAVIS","WALKER.KESSLER","North Carolina",3.35,3,8,7,7,7,42.857,114.286,-71.429,0.2,0.333,0.5,0.333,0,0.5,0.3,0.389,0.3,0.402,0,0.4,0,0,0.4,0.333,0.2,0.556,0.4,0.111,0,0.222,0,0.333,0.429,0.143,0.333,0,0.25,0.333,14.357,0.714,1.429,5,9,1,3,2,3,1,1,0,2,0,1,1,5,0,2,1,4,2,3,3,0,3,1,0,1
"ANDREW.PLATEK","CALEB.LOVE","KERWIN.WALTON","LEAKY.BLACK","WALKER.KESSLER","North Carolina",1.033,2,0,1,2,1.5,133.333,0,133.333,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0.5,0,0,0.5,20.667,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,1,0,0,1,1,0
"ANDREW.PLATEK","CALEB.LOVE","KERWIN.WALTON","PUFF.JOHNSON","WALKER.KESSLER","North Carolina",0,1,0,1,0,0.5,200,0,200,0,0,0,0,1,0,0,0,1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANDREW.PLATEK","CALEB.LOVE","LEAKY.BLACK","RJ.DAVIS","WALKER.KESSLER","North Carolina",0.333,4,0,1,1,1,400,0,400,0.5,0,0.5,0,0.5,0,0.75,0,0.678,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,10,3,0,2,0,1,0,2,0,1,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0
"ANDREW.PLATEK","DAYRON.SHARPE","GARRISON.BROOKS","KERWIN.WALTON","LEAKY.BLACK","North Carolina",1.133,2,4,3,4,3.5,57.143,114.286,-57.143,0.333,0.5,0,0,0,0,0.333,0.5,0.333,0.5,1,1,0,1,0.333,0.5,0.333,0.25,0.333,0.25,0,0,0,0,0,0,0,0,0,1,9.714,1,1,3,4,1,2,1,2,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
"ANDREW.PLATEK","DAYRON.SHARPE","GARRISON.BROOKS","KERWIN.WALTON","RJ.DAVIS","North Carolina",13.883,37,25,26,23,24.5,151.02,102.041,48.98,0.593,0.474,0.556,0.3,0,0.667,0.685,0.553,0.685,0.572,0.692,0.4,0.4,1,0.333,0.526,0.481,0.263,0.185,0.211,0,0.316,0.688,0.444,0.192,0.192,0.105,0.074,0.545,0.667,17,1.038,0.957,27,19,16,9,9,10,5,3,0,6,0,4,13,5,9,2,6,4,8,5,2,2,5,5,11,4
"ANDREW.PLATEK","DAYRON.SHARPE","GARRISON.BROOKS","KJ.SMITH","PUFF.JOHNSON","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANDREW.PLATEK","DAYRON.SHARPE","GARRISON.BROOKS","LEAKY.BLACK","PUFF.JOHNSON","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANDREW.PLATEK","DAYRON.SHARPE","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","North Carolina",21.1,46,48,43,43,43,106.977,111.628,-4.651,0.432,0.571,0.2,0.583,0.812,1,0.446,0.671,0.516,0.677,0.545,0.692,0.3,0.4,0.135,0.343,0.595,0.371,0.27,0.286,0.432,0.029,0.5,0.4,0.233,0.256,0.029,0.135,0.545,0.714,14.721,1.047,0.837,37,35,16,20,5,12,1,7,16,1,13,1,22,13,12,9,12,4,10,10,1,5,10,11,8,8
"ANDREW.PLATEK","DAYRON.SHARPE","GARRISON.BROOKS","PUFF.JOHNSON","RJ.DAVIS","North Carolina",1.8,1,3,3,3,3,33.333,100,-66.667,0,0.333,0,0.5,1,0,0,0.5,0.202,0.5,0,0,0,0,0.5,0.667,0,0.333,0.5,0,0.5,0,0,1,0.333,0,0,0.5,0.5,1,18,1,1,2,3,0,1,1,2,0,1,1,0,1,0,0,1,0,0,1,0,2,1,0,1,1,0,0,1
"ANDREW.PLATEK","DAYRON.SHARPE","KERWIN.WALTON","LEAKY.BLACK","RJ.DAVIS","North Carolina",0.217,2,1,1,1,1,200,100,100,0,0,0,0,1,1,0,0,0.513,1.053,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,6.5,2,1,1,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"ANDREW.PLATEK","DAYRON.SHARPE","KERWIN.WALTON","RJ.DAVIS","WALKER.KESSLER","North Carolina",12.817,28,19,26,24,25,112,76,36,0.476,0.375,0.375,0.333,0.625,1,0.548,0.469,0.565,0.531,0.556,0.6,0.5,0,0.381,0.562,0.429,0.312,0.19,0.125,0.381,0.25,0.7,0.167,0.231,0.269,0,0,0.455,0.909,15.38,0.962,0.75,21,16,10,6,8,9,3,3,8,4,5,4,9,5,5,3,5,1,10,6,0,0,6,7,7,1
"ANDREW.PLATEK","DAYRON.SHARPE","LEAKY.BLACK","RJ.DAVIS","WALKER.KESSLER","North Carolina",6.733,9,13,10,10,10,90,130,-40,0.267,0.5,0,0.2,1,1,0.267,0.55,0.291,0.594,0.25,1,0.5,0.5,0.2,0.5,0.533,0.3,0.267,0.2,0.067,0.2,0.75,0.4,0.3,0.1,0.1,0.2,0.818,0.6,20.2,1.6,1.1,15,10,4,5,3,5,0,1,1,2,1,2,8,3,2,3,9,2,3,2,1,3,3,1,3,2
"ANDREW.PLATEK","DAYRON.SHARPE","PUFF.JOHNSON","RJ.DAVIS","WALKER.KESSLER","North Carolina",1.433,0,4,3,2,2.5,0,160,-160,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0.333,0,0,0,0,0,17.2,0.667,1,2,2,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
"ANDREW.PLATEK","DAYRON.SHARPE","RJ.DAVIS","RYAN.MCADOO","WALKER.KESSLER","North Carolina",0.8,2,2,2,2,2,100,100,0,0.333,0.5,0,0,0,0,0.333,0.5,0.333,0.5,0.5,1,0,0,0,0.5,0.667,0.5,0.333,0,0,0,0,0,0.5,0,0,0,1,1,12,1.5,1,3,2,1,1,0,1,0,0,0,0,0,0,2,1,1,1,2,0,1,0,0,0,1,0,0,0
"ANDREW.PLATEK","GARRISON.BROOKS","KERWIN.WALTON","LEAKY.BLACK","RJ.DAVIS","North Carolina",0.2,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ANDREW.PLATEK","GARRISON.BROOKS","KERWIN.WALTON","PUFF.JOHNSON","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANDREW.PLATEK","GARRISON.BROOKS","KERWIN.WALTON","RJ.DAVIS","WALKER.KESSLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANDREW.PLATEK","GARRISON.BROOKS","KJ.SMITH","LEAKY.BLACK","WALKER.MILLER","North Carolina",0.967,2,0,1,2,1.5,133.333,0,133.333,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,19.333,1,0.5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"ANDREW.PLATEK","GARRISON.BROOKS","KJ.SMITH","RYAN.MCADOO","WALKER.MILLER","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANDREW.PLATEK","GARRISON.BROOKS","LEAKY.BLACK","PUFF.JOHNSON","RJ.DAVIS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANDREW.PLATEK","GARRISON.BROOKS","LEAKY.BLACK","RJ.DAVIS","WALKER.KESSLER","North Carolina",2.2,3,3,6,5,5.5,54.545,54.545,0,0.5,0.25,0,0,0.333,1,0.5,0.25,0.438,0.335,1,0,0,1,0,0.75,0.5,0,0.5,0.25,1.5,0.25,0,0,0.333,0,0,0,0,1,12,0.667,1,2,4,1,1,0,3,0,0,3,1,1,1,1,0,1,0,0,0,4,2,0,0,2,0,0,0
"ANDREW.PLATEK","KERWIN.WALTON","LEAKY.BLACK","RJ.DAVIS","WALKER.KESSLER","North Carolina",2.583,8,0,7,5,6,133.333,0,133.333,0.429,0,0,0,1,0,0.429,0,0.503,0,0.75,0,0,0,0.286,0.75,0.571,0.25,0.143,0,0.286,0,0.333,0,0,0.143,0,0,0.333,1,12.917,1.143,0.8,7,4,3,0,2,3,0,0,2,0,2,0,4,1,3,0,1,0,4,2,0,0,0,1,1,0
"ANDREW.PLATEK","KJ.SMITH","RYAN.MCADOO","STERLING.MANLEY","WALKER.MILLER","North Carolina",0.617,4,2,3,2,2.5,160,80,80,1,0,0,0,0,1,1,0,1,0.339,1,0,0,0,0,0.5,1,0,0,0.5,0,1,0.5,0,0.333,0,0.5,0,0,0.5,7.4,0.667,1.5,2,2,2,0,0,1,0,0,0,2,0,2,2,0,2,0,0,1,1,0,1,0,1,0,1,0
"ANTHONY.HARRIS","ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","GARRISON.BROOKS","North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANTHONY.HARRIS","ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","KERWIN.WALTON","North Carolina",0.833,3,0,1,1,1,300,0,300,1,0,1,0,0,0,1.5,0,1.5,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,25,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"ANTHONY.HARRIS","ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","LEAKY.BLACK","North Carolina",0.95,4,0,3,4,3.5,114.286,0,114.286,0,0,0,0,0.5,0,0,0,0.526,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0.333,0,0,0.25,1,8.143,1.333,0.75,0,2,0,0,0,2,0,0,8,1,4,0,0,0,0,0,1,0,2,3,0,0,0,1,0,0
"ANTHONY.HARRIS","ARMANDO.BACOT","CALEB.LOVE","DAYRON.SHARPE","RJ.DAVIS","North Carolina",7.95,25,13,17,15,16,156.25,81.25,75,0.625,0.556,0.667,0.5,1,1,0.688,0.611,0.717,0.653,0.875,0.4,0.2,1,0.188,0.222,0.5,0.556,0.312,0.222,0.188,0.222,0.4,0.4,0.118,0.353,0.111,0.125,0.5,0.75,14.906,1.059,0.667,16,9,10,5,3,2,2,1,3,2,3,2,8,5,7,2,3,1,3,3,1,2,2,6,4,2
"ANTHONY.HARRIS","ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","KERWIN.WALTON","North Carolina",3.3,4,9,6,6,6,66.667,150,-83.333,0.25,0.75,0,1,0.667,0.667,0.25,0.875,0.369,0.829,1,0.5,0,1,0.5,0.25,0.25,0.5,0.25,0.25,0.75,0.75,0,1,0.167,0,0,0,0.333,1,16.5,1,1,4,4,1,3,2,1,0,1,3,3,2,2,1,2,1,1,1,0,1,2,0,0,1,0,0,3
"ANTHONY.HARRIS","ARMANDO.BACOT","CALEB.LOVE","GARRISON.BROOKS","LEAKY.BLACK","North Carolina",3.633,13,12,8,9,8.5,152.941,141.176,11.765,0.667,0.5,1,0.5,0.889,0,0.833,0.6,0.893,0.6,0,0.6,1,0,0.333,0.4,0.333,0.5,0.333,0.1,3,0,0,0.4,0.25,0.25,0,0,0.667,0.4,12.824,1,1.111,3,10,2,5,1,4,1,2,9,0,8,0,1,5,0,3,2,3,2,1,0,0,2,2,0,2
