active_from,active_to,college,height,name,position,weight,nba_3ptapg,nba_3ptpct,nba_3ptpg,nba_efgpct,nba_fg,nba_fg_per_game,nba_fga_per_game,nba_ft,nba_ft_per_g,nba_fta_p_g,nba_g_played,nba_ppg,ncaa_3ptapg,ncaa_3ptpct,ncaa_3ptpg,ncaa_efgpct,ncaa_fgapg,ncaa_fgpct,ncaa_fgpg,ncaa_ft,ncaa_ftapg,ncaa_ftpg,ncaa_games,ncaa_ppg,birth_year,career_length,bmi,age_entering_league
1968,1971,University of North Carolina,75,Bobby Lewis,G,175.0,,,,,0.381,2.2,5.8,0.7120000000000001,1.4,1.9,255,5.8,,,,,,,,,,,,,1945.0,3,21.9,23
1996,1996,University of Maryland,82,Cedric Lewis,F,235.0,0.0,,0.0,0.667,0.667,0.7,1.0,,0.0,0.0,3,1.3,0.0,,0.0,0.477,4.4,0.47600000000000003,2.1,0.545,2.7,1.5,95.0,5.6,1969.0,0,24.6,27
1949,1950,Eastern Kentucky University,74,Freddie Lewis,F,195.0,,,,,0.312,3.3,10.7,0.765,1.7,2.2,95,8.4,,,,,,,,,,,,,1921.0,1,25.0,28
1967,1977,Arizona State University,73,Freddie Lewis,G,175.0,1.4,0.28,0.4,0.446,0.43200000000000005,5.7,13.3,0.8170000000000001,4.2,5.1,750,16.0,,,,,,,,,,,,,1943.0,10,23.1,24
1947,1949,University of Oklahoma,79,Grady Lewis,F,215.0,,,,,0.252,2.0,7.8,0.595,1.5,2.5,139,5.4,,,,,,,,,,,,,1917.0,2,24.2,30
1996,1997,"Butler County Community College, Seward County Community College",77,Martin Lewis,F,210.0,0.4,0.3,0.1,0.493,0.473,1.4,3.0,0.593,0.6,1.1,25,3.6,,,,,,,,,,,,,1975.0,1,24.9,21
1969,1974,Duke University,80,Mike Lewis,C,225.0,0.0,0.0,0.0,0.498,0.498,4.8,9.6,0.735,2.5,3.5,337,12.1,,,,,,,,,,,,,1946.0,5,24.7,23
2000,2004,University of Minnesota,79,Quincy Lewis,F,215.0,0.7,0.33299999999999996,0.2,0.429,0.397,1.5,3.7,0.71,0.4,0.6,159,3.6,2.9,0.344,1.0,0.51,10.4,0.46,4.8,0.723,2.9,2.1,127.0,12.7,1977.0,4,24.2,23
1988,1990,La Salle University,78,Ralph Lewis,G,200.0,0.0,0.25,0.0,0.41600000000000004,0.414,0.9,2.2,0.562,0.5,0.9,99,2.3,,,,,11.0,0.53,5.8,0.705,5.5,3.9,116.0,15.6,1963.0,2,23.1,25
1999,2014,,82,Rashard Lewis,F,215.0,4.4,0.386,1.7,0.524,0.452,5.4,11.9,0.805,2.4,3.0,1049,14.9,,,,,,,,,,,,,1979.0,15,22.5,20
1988,1993,Northeastern University,79,Reggie Lewis,G,195.0,0.3,0.2,0.1,0.49,0.488,7.1,14.6,0.8240000000000001,3.3,4.0,450,17.6,3.1,0.33,1.0,0.523,17.2,0.49700000000000005,8.5,0.7559999999999999,6.4,4.9,122.0,22.2,1965.0,5,22.0,23
1991,1994,University of Illinois at Urbana-Champaign,80,Marcus Liberty,F,205.0,0.7,0.34,0.2,0.435,0.41700000000000004,2.9,7.0,0.664,1.2,1.7,267,7.3,0.5,0.424,0.2,0.51,10.0,0.495,5.0,0.769,3.2,2.5,65.0,12.6,1968.0,3,22.5,23
1990,1994,Stanford University,76,Todd Lichti,G,205.0,0.3,0.244,0.1,0.466,0.46,3.1,6.7,0.789,1.6,2.1,237,7.9,2.5,0.47700000000000004,1.2,0.585,12.3,0.5379999999999999,6.6,0.84,5.6,4.7,124.0,18.8,1967.0,4,25.0,23
1968,1968,Long Island University,74,Barry Liebowitz,G,180.0,0.5,0.154,0.1,0.37,0.36700000000000005,3.9,10.6,0.805,3.0,3.8,82,10.9,,,,,,,,,,,,,1945.0,0,23.1,23
2012,2018,University of Kentucky,78,DeAndre Liggins,G,209.0,0.7,0.35200000000000004,0.2,0.47200000000000003,0.40399999999999997,0.7,1.8,0.5489999999999999,0.3,0.5,175,2.0,1.9,0.332,0.6,0.458,4.8,0.40700000000000003,1.9,0.643,2.0,1.3,100.0,5.8,1988.0,6,24.1,24
1975,1975,Vanderbilt University,76,Bill Ligon,G,180.0,,,,,0.385,1.4,3.8,0.64,0.4,0.7,38,3.3,,,,,,,,,,,,,1952.0,0,21.9,23
1968,1974,,79,Goose Ligon,F,210.0,0.1,0.125,0.0,0.488,0.48700000000000004,4.8,9.8,0.643,3.3,5.1,434,12.8,,,,,,,,,,,,,1944.0,6,23.7,24
2013,2018,Weber State University,75,Damian Lillard,G,195.0,7.3,0.369,2.7,0.508,0.43200000000000005,7.7,17.7,0.885,5.1,5.7,467,23.1,6.1,0.39,2.4,0.54,12.6,0.446,5.6,0.867,5.8,5.0,104.0,18.6,1990.0,5,24.4,23
2011,2018,Harvard University,75,Jeremy Lin,G,200.0,2.8,0.35,1.0,0.484,0.433,4.1,9.4,0.805,2.9,3.6,406,12.0,2.8,0.33299999999999996,0.9,0.533,9.1,0.48100000000000004,4.4,0.733,4.3,3.2,115.0,12.9,1988.0,7,25.0,23
1983,1984,"University of Minnesota, South Dakota State University",81,Steve Lingenfelter,F,225.0,0.0,,0.0,0.7140000000000001,0.7140000000000001,0.5,0.7,0.0,0.0,0.6,10,1.0,,,,,,,,,,,,,1958.0,1,24.1,25
1982,1998,Arizona State University,85,Alton Lister,C,240.0,0.0,0.111,0.0,0.512,0.512,2.6,5.1,0.597,1.3,2.2,953,6.6,,,,,9.2,0.523,4.8,0.611,3.8,2.3,82.0,12.0,1958.0,16,23.4,24
1970,1970,Delta State University,73,Samuel Little,G,180.0,0.3,0.0,0.0,0.5,0.5,0.7,1.3,1.0,0.3,0.3,3,1.7,,,,,,,,,,,,,1946.0,0,23.7,24
1970,1975,High Point University,73,Gene Littles,G,160.0,0.2,0.24,0.1,0.48,0.47600000000000003,3.6,7.5,0.738,1.8,2.5,450,9.0,,,,,,,,,,,,,1943.0,5,21.1,27
1997,2007,Louisiana State University,76,Randy Livingston,G,209.0,0.5,0.35100000000000003,0.2,0.429,0.406,1.5,3.7,0.7709999999999999,0.6,0.8,203,3.8,2.9,0.247,0.7,0.429,9.2,0.392,3.6,0.72,3.4,2.5,29.0,10.4,1975.0,10,25.4,22
2005,2018,,79,Shaun Livingston,G,192.0,0.1,0.18600000000000003,0.0,0.48700000000000004,0.485,2.7,5.5,0.794,1.1,1.4,768,6.5,,,,,,,,,,,,,1985.0,13,21.6,20
1950,1951,University of Wyoming,82,Ron Livingstone,C,220.0,,,,,0.28600000000000003,2.3,8.0,0.6920000000000001,1.7,2.4,117,6.3,,,,,,,,,,,,,1925.0,1,23.0,25
1997,1998,Grand Canyon University,83,Horacio Llamas Grey,C,285.0,0.1,0.33299999999999996,0.0,0.48,0.469,0.8,1.8,0.611,0.4,0.6,28,2.1,,,,,,,,,,,,,1973.0,1,29.1,24
1968,1969,Rutgers University,74,Bobby Lloyd,G,184.0,0.3,0.385,0.1,0.415,0.40700000000000003,2.9,7.1,0.872,3.1,3.6,125,9.0,,,,,,,,,,,,,1946.0,1,23.6,22
1971,1971,Yankton College,80,Chuck Lloyd,C,220.0,0.0,,0.0,0.451,0.451,1.6,3.6,0.667,1.4,2.1,14,4.7,,,,,,,,,,,,,1947.0,0,24.2,24
1951,1960,West Virginia State University,77,Earl Lloyd,F,200.0,,,,,0.35600000000000004,3.2,8.8,0.75,2.1,2.7,560,8.4,,,,,,,,,,,,,1928.0,9,23.7,23
1982,1990,Drake University,78,Lewis Lloyd,G,205.0,0.1,0.213,0.0,0.525,0.524,5.6,10.7,0.7709999999999999,2.0,2.6,388,13.2,,,,,20.2,0.5489999999999999,11.1,0.7240000000000001,8.2,5.9,56.0,28.2,1959.0,8,23.7,23
1977,1983,Arizona State University,82,Scott Lloyd,C,230.0,0.0,0.28600000000000003,0.0,0.426,0.425,1.7,4.1,0.718,1.1,1.5,372,4.6,,,,,10.7,0.499,5.4,0.713,3.4,2.4,83.0,13.2,1952.0,6,24.0,25
1968,1970,University of Kansas,78,Riney Lochmann,F,215.0,0.1,0.313,0.0,0.409,0.405,1.7,4.3,0.606,0.8,1.3,170,4.3,,,,,,,,,,,,,1944.0,2,24.8,24
1953,1953,University of Louisville,77,Bob Lochmueller,F,185.0,,,,,0.322,1.3,4.0,0.607,1.2,2.0,62,3.7,,,,,,,,,,,,,1927.0,0,21.9,26
1989,1989,University of Kentucky,81,Rob Lock,F,225.0,0.0,,0.0,0.281,0.281,0.5,1.6,0.8,0.6,0.8,20,1.5,,,0.0,0.537,4.1,0.5379999999999999,2.2,0.622,2.5,1.5,117.0,5.9,1966.0,0,24.1,23
1984,1984,Auburn University,81,Darrell Lockhart,C,245.0,0.0,,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,2,2.0,,,,,9.1,0.5329999999999999,4.8,0.74,2.0,1.5,111.0,11.1,1960.0,0,26.3,24
1991,1991,University of Tennessee,80,Ian Lockhart,F,240.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1,4.0,0.0,0.0,0.0,0.517,6.0,0.521,3.1,0.632,2.6,1.7,110.0,7.9,1967.0,0,26.4,24
1982,1984,"Kentucky State University, Alabama State University",78,Kevin Loder,F,205.0,0.2,0.261,0.0,0.465,0.461,2.5,5.3,0.695,0.9,1.4,148,5.9,,,,,,,,,,,,,1959.0,2,23.7,23
1951,1954,University of San Francisco,77,Don Lofgran,F,200.0,,,,,0.32899999999999996,2.1,6.3,0.6920000000000001,1.9,2.7,209,6.1,,,,,,,,,,,,,1929.0,3,23.7,22
1969,1970,Western Carolina University,73,Henry Logan,G,180.0,0.1,0.14300000000000002,0.0,0.467,0.466,4.2,8.9,0.705,3.3,4.7,108,11.6,,,,,,,,,,,,,1946.0,1,23.7,23
1947,1951,Indiana University,74,John Logan,G,175.0,,,,,0.312,4.4,14.0,0.767,3.7,4.8,258,12.4,,,,,,,,,,,,,1921.0,4,22.5,26
1988,1998,University of Iowa,83,Brad Lohaus,F,230.0,1.7,0.361,0.6,0.496,0.44,2.4,5.3,0.733,0.6,0.8,656,5.9,1.3,0.35600000000000004,0.5,0.51,5.2,0.467,2.4,0.695,1.8,1.2,115.0,6.3,1964.0,10,23.5,24
2001,2003,University of Cincinnati,81,Art Long,F,250.0,0.0,0.667,0.0,0.461,0.45799999999999996,1.5,3.3,0.485,0.5,1.0,98,3.5,0.1,0.111,0.0,0.484,9.3,0.489,4.5,0.556,2.6,1.4,65.0,10.5,1972.0,2,26.8,29
1989,2003,Eastern Michigan University,80,Grant Long,F,225.0,0.3,0.28300000000000003,0.1,0.47200000000000003,0.467,3.5,7.4,0.7609999999999999,2.5,3.3,1003,9.5,0.0,,0.0,0.552,8.7,0.5489999999999999,4.8,0.725,4.7,3.4,114.0,12.9,1966.0,14,24.7,23
1979,1997,University of Detroit Mercy,77,John Long,G,195.0,0.4,0.322,0.1,0.47200000000000003,0.467,5.7,12.2,0.862,2.0,2.4,893,13.6,,,,,,,,,,,,,1956.0,18,23.1,23
1968,1971,Wake Forest University,74,Paul Long,G,180.0,0.0,,0.0,0.429,0.429,1.5,3.4,0.765,0.9,1.2,80,3.9,,,,,,,,,,,,,1944.0,3,23.1,24
2017,2017,University of Louisiana at Lafayette,81,Shawn Long,C,255.0,1.1,0.368,0.4,0.5920000000000001,0.56,3.4,6.1,0.5429999999999999,1.1,1.9,18,8.2,2.4,0.341,0.8,0.539,12.8,0.503,6.5,0.6759999999999999,5.3,3.6,135.0,17.3,1993.0,0,27.3,24
1972,1974,University of New Mexico,80,Willie Long,F,225.0,0.0,0.0,0.0,0.42100000000000004,0.42100000000000004,4.2,10.1,0.774,2.9,3.7,213,11.4,,,,,,,,,,,,,1950.0,2,24.7,22
1992,2001,University of New Mexico,86,Luc Longley,C,265.0,0.0,0.0,0.0,0.462,0.462,3.0,6.4,0.76,1.3,1.7,567,7.2,0.0,0.0,0.0,0.589,9.0,0.586,5.3,0.735,3.9,2.9,132.0,13.4,1969.0,9,25.2,23
2016,2018,"University of California, Los Angeles",81,Kevon Looney,F,220.0,0.1,0.25,0.0,0.564,0.557,1.3,2.4,0.573,0.5,0.9,123,3.2,1.5,0.415,0.6,0.506,8.9,0.47,4.2,0.626,4.1,2.6,36.0,11.6,1996.0,2,23.6,20
2009,2018,Stanford University,85,Brook Lopez,C,275.0,1.2,0.33399999999999996,0.4,0.516,0.502,6.9,13.8,0.789,3.7,4.7,634,17.9,0.4,0.14300000000000002,0.1,0.484,12.7,0.48,6.1,0.764,4.9,3.7,53.0,16.0,1988.0,9,26.8,21
1999,2002,St. John's University,77,Felipe Lopez,G,199.0,0.6,0.327,0.2,0.451,0.43200000000000005,2.2,5.1,0.659,1.2,1.8,249,5.8,4.4,0.29600000000000004,1.3,0.461,14.2,0.415,5.9,0.657,5.9,3.9,114.0,16.9,1974.0,3,23.6,25
2004,2005,,73,Raul Lopez,G,170.0,1.2,0.34600000000000003,0.4,0.46399999999999997,0.429,2.5,5.8,0.853,1.1,1.3,113,6.5,,,,,,,,,,,,,1980.0,1,22.4,24
2009,2018,Stanford University,85,Robin Lopez,C,255.0,0.0,0.2,0.0,0.527,0.527,3.8,7.1,0.76,1.5,2.0,692,9.0,0.0,0.5,0.0,0.507,6.9,0.511,3.5,0.612,3.1,1.9,67.0,9.0,1988.0,9,24.8,21
1995,1995,Jackson State University,76,Ryan Lorthridge,G,190.0,0.4,0.214,0.1,0.48200000000000004,0.475,2.9,6.0,0.648,1.5,2.4,37,7.4,1.9,0.327,0.6,0.511,9.0,0.473,4.3,0.713,3.2,2.3,87.0,11.4,1972.0,0,23.1,23
1956,1964,University of Oregon,77,Jim Loscutoff,F,220.0,,,,,0.345,2.6,7.6,0.653,1.0,1.5,511,6.2,,,,,,,,,,,,,1930.0,8,26.1,26
1968,1969,Seattle University,77,Plummer Lott,F,210.0,,,,,0.294,0.9,3.2,0.583,0.3,0.5,67,2.2,,,,,,,,,,,,,1945.0,1,24.9,23
1963,1973,"Boston College, St. John's University",75,Kevin Loughery,G,190.0,,,,,0.413,5.9,14.3,0.8029999999999999,3.5,4.3,755,15.3,,,,,13.2,0.43700000000000006,5.8,0.7490000000000001,3.5,2.6,70.0,14.1,1940.0,10,23.7,23
1967,1977,Southern University and A&M College,80,Bob Love,F,215.0,,,,,0.429,6.9,16.1,0.805,3.8,4.7,789,17.6,,,,,,,,,,,,,1942.0,10,23.6,25
2009,2018,"University of California, Los Angeles",82,Kevin Love,F,251.0,4.3,0.37,1.6,0.502,0.444,6.0,13.6,0.8240000000000001,4.6,5.6,634,18.3,2.1,0.354,0.7,0.591,10.4,0.5589999999999999,5.8,0.767,6.6,5.1,39.0,17.5,1988.0,9,26.2,21
1972,1975,University of Oregon,81,Stan Love,F,215.0,0.0,,0.0,0.44,0.44,2.7,6.2,0.7509999999999999,1.2,1.6,239,6.6,,,,,,,,,,,,,1949.0,3,23.0,23
1954,1964,University of Kansas,81,Clyde Lovellette,C,234.0,,,,,0.44299999999999995,6.8,15.3,0.757,3.4,4.5,704,17.0,,,,,,,,,,,,,1929.0,10,25.1,25
1984,1990,North Carolina State University,73,Sidney Lowe,G,195.0,0.2,0.133,0.0,0.37,0.36700000000000005,1.0,2.8,0.764,0.8,1.1,193,2.9,,,,,6.1,0.47100000000000003,2.9,0.754,3.5,2.7,120.0,8.4,1960.0,6,25.7,24
1972,1972,University of Puget Sound,75,Charlie Lowery,G,185.0,,,,,0.447,0.9,1.9,0.611,0.6,0.9,20,2.3,,,,,,,,,,,,,1949.0,0,23.1,23
2007,2018,Villanova University,73,Kyle Lowry,G,205.0,4.7,0.369,1.7,0.504,0.424,4.6,10.9,0.8029999999999999,3.4,4.3,789,14.4,0.7,0.325,0.2,0.465,7.1,0.449,3.2,0.737,4.0,2.9,57.0,9.5,1986.0,11,27.0,21
1949,1949,Fordham University,75,Al Lucas,F,195.0,,,,,0.33299999999999996,0.5,1.5,,0.0,0.0,2,1.0,,,,,,,,,,,,,1922.0,0,24.4,27
1964,1974,Ohio State University,80,Jerry Lucas,F,230.0,,,,,0.499,6.9,13.8,0.7829999999999999,3.2,4.1,829,17.0,,,,,15.2,0.624,9.5,0.777,6.9,5.3,82.0,24.3,1940.0,10,25.3,24
1977,1990,University of Maryland,75,John Lucas,G,175.0,1.2,0.303,0.4,0.46299999999999997,0.449,4.2,9.4,0.7759999999999999,2.0,2.6,928,10.7,,,,,14.9,0.525,7.8,0.778,3.4,2.6,110.0,18.3,1953.0,13,21.9,24
2015,2015,Michigan State University,73,Kalin Lucas,G,195.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1,0.0,2.8,0.377,1.1,0.478,11.2,0.425,4.8,0.7959999999999999,4.5,3.6,141.0,14.2,1989.0,0,25.7,26
1975,1988,Marquette University,81,Maurice Lucas,F,215.0,0.1,0.14300000000000002,0.0,0.47200000000000003,0.47100000000000003,5.8,12.3,0.765,2.9,3.8,1021,14.6,,,,,13.4,0.494,6.6,0.759,3.2,2.4,60.0,15.7,1952.0,13,23.0,23
2006,2017,"Baylor University, Oklahoma State University",71,John Lucas III,G,166.0,2.0,0.344,0.7,0.452,0.38299999999999995,1.9,4.9,0.768,0.3,0.4,242,4.7,5.8,0.38299999999999995,2.2,0.538,11.9,0.445,5.3,0.8690000000000001,2.4,2.1,126.0,14.9,1982.0,11,23.1,24
1962,1963,University of Houston,78,Ted Luckenbill,F,205.0,,,,,0.36700000000000005,0.8,2.2,0.604,0.7,1.1,87,2.3,,,,,,,,,,,,,1939.0,1,23.7,23
1999,2009,University of Nebraska,73,Tyronn Lue,G,175.0,2.1,0.391,0.8,0.494,0.43700000000000006,3.2,7.3,0.8290000000000001,1.3,1.6,554,8.5,4.1,0.35600000000000004,1.5,0.508,12.7,0.446,5.7,0.7879999999999999,4.0,3.2,99.0,15.9,1977.0,10,23.1,22
1954,1954,St. Francis College,74,Jim Luisi,G,180.0,,,,,0.326,1.0,3.1,0.659,0.9,1.3,31,2.9,,,,,,,,,,,,,1928.0,0,23.1,26
1947,1947,Georgetown University,75,Al Lujack,F,220.0,,,,,0.125,0.2,1.6,0.4,0.4,1.0,5,0.8,,,,,,,,,,,,,1920.0,0,27.5,27
1975,1976,Miami University,73,Phil Lumpkin,G,165.0,,,,,0.424,1.3,3.1,0.812,0.7,0.8,82,3.3,,,,,,,,,,,,,1951.0,1,21.8,24
1949,1953,New York University,73,Ray Lumpp,G,178.0,,,,,0.366,3.0,8.1,0.767,2.2,2.9,300,8.2,,,,,,,,,,,,,1923.0,4,23.5,26
2017,2018,,78,Timothe Luwawu-Cabarrot,F,205.0,2.6,0.32299999999999995,0.9,0.47200000000000003,0.39,2.0,5.2,0.8340000000000001,1.2,1.5,121,6.1,,,,,,,,,,,,,1995.0,1,23.7,22
2018,2018,Syracuse University,82,Tyler Lydon,F,215.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,1,0.0,3.5,0.4,1.4,0.561,8.2,0.47600000000000003,3.9,0.809,2.9,2.4,71.0,11.6,1996.0,0,22.5,22
2016,2018,University of Kentucky,82,Trey Lyles,F,234.0,2.5,0.358,0.9,0.504,0.435,2.8,6.4,0.703,1.0,1.4,223,7.4,0.8,0.138,0.1,0.5,6.7,0.488,3.3,0.735,2.8,2.1,36.0,8.7,1995.0,2,24.5,21
1994,2005,University of North Carolina,80,George Lynch,F,218.0,0.6,0.306,0.2,0.462,0.446,2.7,6.0,0.652,1.0,1.6,774,6.6,0.2,0.344,0.1,0.526,9.8,0.519,5.1,0.6509999999999999,3.4,2.2,140.0,12.5,1970.0,11,23.9,24
1992,1993,University of Minnesota,77,Kevin Lynch,G,195.0,0.1,0.33299999999999996,0.0,0.441,0.436,1.3,3.0,0.726,0.6,0.9,95,3.3,2.5,0.39299999999999996,1.0,0.527,9.3,0.469,4.4,0.784,2.1,1.7,119.0,11.4,1968.0,1,23.1,24
1970,1970,Wilberforce University,79,Lonnie Lynn,F,215.0,0.1,0.0,0.0,0.40700000000000003,0.40700000000000003,2.2,5.3,0.486,0.7,1.4,52,5.0,,,,,,,,,,,,,1943.0,0,24.2,27
1970,1971,"University of California, Los Angeles",79,Mike Lynn,F,215.0,,,,,0.32899999999999996,0.9,2.9,0.667,0.7,1.0,49,2.6,,,,,,,,,,,,,1945.0,1,24.2,25
2017,2017,University of Miami,77,Sheldon Mac,G,200.0,1.0,0.233,0.2,0.447,0.4,1.0,2.5,0.852,0.8,0.9,30,3.0,3.7,0.34,1.3,0.52,9.9,0.455,4.5,0.818,4.5,3.7,141.0,13.9,1992.0,0,23.7,25
1974,1974,Canisius College,77,Mike Macaluso,F,210.0,,,,,0.43200000000000005,0.6,1.5,0.588,0.3,0.6,30,1.6,,,,,,,,,,,,,1951.0,0,24.9,23
1950,1959,Saint Louis University,80,Ed Macauley,C,185.0,,,,,0.436,5.8,13.4,0.7609999999999999,5.9,7.7,641,17.5,,,,,5.8,0.853,4.9,1.266,3.0,3.8,104.0,13.6,1928.0,9,20.3,22
2000,2003,University of Washington,85,Todd MacCulloch,C,280.0,0.0,,0.0,0.541,0.541,2.5,4.7,0.642,1.0,1.6,223,6.1,0.0,,0.0,0.663,9.2,0.664,6.1,0.66,4.5,2.9,115.0,15.2,1976.0,3,27.2,24
1955,1955,St. John's University,74,Ronnie MacGilvray,G,185.0,,,,,0.16699999999999998,0.3,2.0,0.5710000000000001,0.7,1.2,6,1.3,,,,,,,,,,,,,1930.0,0,23.8,25
2013,2013,Iona College,73,Scott Machado,G,205.0,0.2,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.3,0.3,6,1.3,2.7,0.342,0.9,0.478,9.3,0.429,4.0,0.74,4.4,3.3,132.0,12.2,1990.0,0,27.0,23
2006,2006,,76,Arvydas Macijauskas,G,214.0,0.6,0.25,0.2,0.37799999999999995,0.341,0.7,2.2,0.867,0.7,0.8,19,2.3,,,,,,,,,,,,,1980.0,0,26.0,26
1980,1982,East Carolina University,75,Ollie Mack,G,185.0,0.1,0.0,0.0,0.45799999999999996,0.45799999999999996,3.1,6.8,0.674,1.0,1.4,128,7.2,,,,,18.9,0.514,9.7,0.737,4.8,3.5,52.0,23.0,1957.0,2,23.1,23
1993,2002,"Iowa State University, Tyler Junior College, University of Houston",79,Sam Mack,F,220.0,3.4,0.374,1.3,0.493,0.4,2.8,6.9,0.831,1.0,1.2,259,7.8,2.4,0.376,0.9,0.519,10.7,0.474,5.1,0.7509999999999999,5.0,3.7,60.0,14.7,1970.0,9,24.8,23
2012,2018,Butler University,75,Shelvin Mack,G,203.0,2.0,0.327,0.6,0.48200000000000004,0.428,2.5,5.9,0.74,0.8,1.0,397,6.4,5.6,0.35700000000000004,2.0,0.509,11.4,0.419,4.8,0.755,3.4,2.6,108.0,14.1,1990.0,6,25.4,22
1994,1994,Georgia Institute of Technology,81,Malcolm Mackey,F,248.0,0.1,0.0,0.0,0.37799999999999995,0.37799999999999995,0.6,1.7,0.5,0.2,0.4,22,1.5,0.0,0.0,0.0,0.54,10.0,0.545,5.4,0.621,3.9,2.4,130.0,13.3,1970.0,0,26.6,24
1982,1984,Louisiana State University,79,Rudy Macklin,F,205.0,0.0,0.0,0.0,0.449,0.449,2.5,5.5,0.7759999999999999,1.5,2.0,160,6.4,,,,,11.6,0.595,6.9,0.677,4.5,3.1,123.0,16.9,1958.0,2,23.1,24
2012,2012,"Georgetown University, University of Florida",82,Vernon Macklin,F,227.0,0.0,,0.0,0.5429999999999999,0.5429999999999999,0.8,1.5,0.5710000000000001,0.3,0.6,23,2.0,0.0,0.0,0.0,0.604,5.3,0.61,3.2,0.455,1.9,0.8,136.0,7.3,1986.0,0,23.7,26
1950,1951,Seton Hall University,73,Johnny Macknowsky,G,180.0,,,,,0.317,2.4,7.7,0.727,2.2,3.0,117,7.0,,,,,,,,0.667,,,,,1923.0,1,23.7,27
1993,2001,"University of California, Los Angeles",82,Don MacLean,F,235.0,0.6,0.284,0.2,0.465,0.455,4.1,9.1,0.765,2.5,3.3,319,10.9,0.3,0.314,0.1,0.532,14.0,0.531,7.4,0.86,6.5,5.6,127.0,20.5,1970.0,8,24.6,23
1992,1999,Temple University,77,Mark Macon,G,185.0,0.5,0.27,0.1,0.39399999999999996,0.384,2.8,7.2,0.735,1.0,1.4,251,6.7,5.2,0.374,2.0,0.478,18.4,0.423,7.8,0.779,4.1,3.2,126.0,20.7,1969.0,7,21.9,23
1981,1987,"Purdue University, University of Kentucky",75,Kyle Macy,G,175.0,1.0,0.337,0.3,0.523,0.501,3.9,7.9,0.873,1.3,1.5,551,9.5,,,,,10.7,0.514,5.5,0.883,3.8,3.4,124.0,14.4,1957.0,6,21.9,24
1949,1949,West Texas A&M University,75,Jack Maddox,F,185.0,,,,,,0.0,0.0,,0.0,0.0,1,0.0,,,,,,,,,,,,,1919.0,0,23.1,30
2003,2003,"California State University, Fresno",76,Tito Maddox,G,190.0,0.3,0.0,0.0,0.25,0.25,0.3,1.3,0.625,0.6,0.9,9,1.2,2.8,0.28600000000000003,0.8,0.429,11.2,0.391,4.4,0.703,5.5,3.9,25.0,13.5,1981.0,0,23.1,22
1994,1998,"University of California, Los Angeles",76,Gerald Madkins,G,200.0,0.7,0.375,0.3,0.451,0.366,0.5,1.5,0.762,0.3,0.4,48,1.7,2.4,0.39899999999999997,1.0,0.62,5.0,0.52,2.6,0.725,2.0,1.5,123.0,7.6,1969.0,4,24.3,25
2001,2009,Stanford University,81,Mark Madsen,F,240.0,0.0,0.063,0.0,0.457,0.457,0.8,1.8,0.527,0.5,0.9,453,2.2,0.0,0.0,0.0,0.588,6.8,0.5870000000000001,4.0,0.596,5.0,3.0,108.0,10.9,1976.0,8,25.7,25
1951,1951,City College of New York,77,Norm Mager,F,185.0,,,,,0.282,1.7,5.9,0.7859999999999999,1.8,2.3,24,5.2,,,,,,,,,,,,,1926.0,0,21.9,25
2018,2018,Alabama - Huntsville,73,Josh Magette,G,160.0,1.2,0.364,0.4,0.413,0.326,0.8,2.6,1.0,0.4,0.4,18,2.6,,,,,,,,,,,,,1989.0,0,21.1,29
2000,2013,Duke University,78,Corey Maggette,F,218.0,1.7,0.324,0.6,0.479,0.45299999999999996,4.9,10.8,0.8220000000000001,5.6,6.8,827,16.0,2.2,0.345,0.7,0.575,6.7,0.525,3.5,0.716,4.0,2.8,39.0,10.6,1979.0,13,25.2,21
1983,1983,University of Kansas,80,Dave Magley,F,202.0,0.1,0.0,0.0,0.25,0.25,0.3,1.1,0.5,0.3,0.6,14,0.9,,,,,8.1,0.45899999999999996,3.7,0.7909999999999999,2.1,1.6,113.0,9.0,1959.0,0,22.2,24
2001,2012,University of Kentucky,83,Jamaal Magloire,C,259.0,0.0,0.0,0.0,0.48,0.48,2.6,5.4,0.639,2.0,3.2,680,7.2,0.0,,0.0,0.5,5.4,0.503,2.7,0.636,3.0,1.9,145.0,7.3,1978.0,11,26.4,23
1968,1971,Clemson University,79,Randolph Mahaffey,F,210.0,0.0,0.0,0.0,0.445,0.445,4.6,10.3,0.684,2.7,3.9,321,11.9,,,,,,,,,,,,,1945.0,3,23.7,23
2008,2018,,83,Ian Mahinmi,C,250.0,0.0,0.0,0.0,0.542,0.542,1.9,3.6,0.608,1.3,2.1,544,5.1,,,,,,,,,,,,,1986.0,10,25.5,22
1947,1953,Georgetown University,80,John Mahnken,C,220.0,,,,,0.272,2.3,8.6,0.65,1.1,1.7,414,5.8,,,,,,,,,,,,,1922.0,6,24.2,25
1973,1973,Manhattan College,75,Brian Mahoney,G,175.0,0.1,0.0,0.0,0.298,0.298,0.9,3.0,0.6,1.3,2.1,19,3.1,,,,,,,,,,,,,1948.0,0,21.9,25
